DATE,DEXMXUS
1998-09-17,10.310
1998-09-18,10.145
1998-09-21,10.320
1998-09-22,10.105
1998-09-23,10.115
1998-09-24,10.124
1998-09-25,10.240
1998-09-28,10.110
1998-09-29,10.110
1998-09-30,10.196
1998-10-01,10.324
1998-10-02,10.310
1998-10-05,10.200
1998-10-06,10.190
1998-10-07,10.195
1998-10-08,10.380
1998-10-09,10.230
1998-10-12,.
1998-10-13,10.198
1998-10-14,10.180
1998-10-15,10.125
1998-10-16,10.085
1998-10-19,10.100
1998-10-20,10.050
1998-10-21,10.040
1998-10-22,9.995
1998-10-23,10.040
1998-10-26,10.023
1998-10-27,10.195
1998-10-28,10.170
1998-10-29,10.215
1998-10-30,10.102
1998-11-02,9.990
1998-11-03,10.030
1998-11-04,9.948
1998-11-05,9.987
1998-11-06,9.976
1998-11-09,10.010
1998-11-10,10.020
1998-11-11,.
1998-11-12,10.051
1998-11-13,9.995
1998-11-16,9.9675
1998-11-17,9.945
1998-11-18,9.940
1998-11-19,9.930
1998-11-20,9.900
1998-11-23,9.875
1998-11-24,9.930
1998-11-25,9.9325
1998-11-26,.
1998-11-27,9.969
1998-11-30,10.005
1998-12-01,10.027
1998-12-02,9.970
1998-12-03,9.9925
1998-12-04,9.995
1998-12-07,10.010
1998-12-08,9.9415
1998-12-09,9.954
1998-12-10,9.950
1998-12-11,9.938
1998-12-14,9.944
1998-12-15,9.953
1998-12-16,9.885
1998-12-17,9.800
1998-12-18,9.7725
1998-12-21,9.759
1998-12-22,9.805
1998-12-23,9.820
1998-12-24,9.885
1998-12-25,.
1998-12-28,9.845
1998-12-29,9.860
1998-12-30,9.940
1998-12-31,9.901
1999-01-01,.
1999-01-04,9.831
1999-01-05,9.796
1999-01-06,9.780
1999-01-07,9.830
1999-01-08,9.8105
1999-01-11,9.956
1999-01-12,10.100
1999-01-13,10.600
1999-01-14,10.530
1999-01-15,10.290
1999-01-18,.
1999-01-19,10.270
1999-01-20,10.195
1999-01-21,10.290
1999-01-22,10.2025
1999-01-25,10.230
1999-01-26,10.220
1999-01-27,10.170
1999-01-28,10.1775
1999-01-29,10.152
1999-02-01,10.120
1999-02-02,10.095
1999-02-03,10.125
1999-02-04,10.115
1999-02-05,10.090
1999-02-08,10.0925
1999-02-09,10.080
1999-02-10,10.063
1999-02-11,10.002
1999-02-12,9.950
1999-02-15,.
1999-02-16,9.9225
1999-02-17,9.884
1999-02-18,9.885
1999-02-19,9.935
1999-02-22,9.930
1999-02-23,9.950
1999-02-24,9.938
1999-02-25,9.995
1999-02-26,9.9365
1999-03-01,9.915
1999-03-02,9.951
1999-03-03,9.965
1999-03-04,9.935
1999-03-05,9.876
1999-03-08,9.838
1999-03-09,9.7945
1999-03-10,9.800
1999-03-11,9.750
1999-03-12,9.770
1999-03-15,9.690
1999-03-16,9.680
1999-03-17,9.683
1999-03-18,9.640
1999-03-19,9.675
1999-03-22,9.715
1999-03-23,9.670
1999-03-24,9.6875
1999-03-25,9.645
1999-03-26,9.590
1999-03-29,9.514
1999-03-30,9.540
1999-03-31,9.521
1999-04-01,9.5175
1999-04-02,9.510
1999-04-05,9.475
1999-04-06,9.495
1999-04-07,9.498
1999-04-08,9.490
1999-04-09,9.587
1999-04-12,9.560
1999-04-13,9.510
1999-04-14,9.510
1999-04-15,9.540
1999-04-16,9.530
1999-04-19,9.378
1999-04-20,9.415
1999-04-21,9.3695
1999-04-22,9.338
1999-04-23,9.290
1999-04-26,9.315
1999-04-27,9.3333
1999-04-28,9.300
1999-04-29,9.266
1999-04-30,9.2425
1999-05-03,9.263
1999-05-04,9.277
1999-05-05,9.3275
1999-05-06,9.3375
1999-05-07,9.347
1999-05-10,9.2985
1999-05-11,9.2555
1999-05-12,9.324
1999-05-13,9.2675
1999-05-14,9.3675
1999-05-17,9.3625
1999-05-18,9.300
1999-05-19,9.312
1999-05-20,9.340
1999-05-21,9.370
1999-05-24,9.400
1999-05-25,9.5475
1999-05-26,9.665
1999-05-27,9.755
1999-05-28,9.7925
1999-05-31,.
1999-06-01,9.810
1999-06-02,9.775
1999-06-03,9.6575
1999-06-04,9.615
1999-06-07,9.4975
1999-06-08,9.500
1999-06-09,9.565
1999-06-10,9.600
1999-06-11,9.545
1999-06-14,9.5825
1999-06-15,9.5155
1999-06-16,9.4625
1999-06-17,9.379
1999-06-18,9.365
1999-06-21,9.3925
1999-06-22,9.358
1999-06-23,9.395
1999-06-24,9.470
1999-06-25,9.493
1999-06-28,9.483
1999-06-29,9.4175
1999-06-30,9.443
1999-07-01,9.3775
1999-07-02,9.360
1999-07-05,.
1999-07-06,9.325
1999-07-07,9.364
1999-07-08,9.335
1999-07-09,9.367
1999-07-12,9.455
1999-07-13,9.455
1999-07-14,9.335
1999-07-15,9.345
1999-07-16,9.358
1999-07-19,9.3025
1999-07-20,9.299
1999-07-21,9.345
1999-07-22,9.3825
1999-07-23,9.388
1999-07-26,9.412
1999-07-27,9.3675
1999-07-28,9.380
1999-07-29,9.415
1999-07-30,9.400
1999-08-02,9.400
1999-08-03,9.455
1999-08-04,9.4425
1999-08-05,9.490
1999-08-06,9.495
1999-08-09,9.484
1999-08-10,9.515
1999-08-11,9.421
1999-08-12,9.354
1999-08-13,9.3875
1999-08-16,9.360
1999-08-17,9.339
1999-08-18,9.324
1999-08-19,9.385
1999-08-20,9.400
1999-08-23,9.344
1999-08-24,9.3175
1999-08-25,9.310
1999-08-26,9.337
1999-08-27,9.390
1999-08-30,9.410
1999-08-31,9.393
1999-09-01,9.336
1999-09-02,9.376
1999-09-03,9.344
1999-09-06,.
1999-09-07,9.355
1999-09-08,9.350
1999-09-09,9.346
1999-09-10,9.3175
1999-09-13,9.323
1999-09-14,9.335
1999-09-15,9.305
1999-09-16,9.430
1999-09-17,9.380
1999-09-20,9.326
1999-09-21,9.2975
1999-09-22,9.288
1999-09-23,9.3075
1999-09-24,9.3625
1999-09-27,9.317
1999-09-28,9.359
1999-09-29,9.360
1999-09-30,9.352
1999-10-01,9.405
1999-10-04,9.451
1999-10-05,9.476
1999-10-06,9.430
1999-10-07,9.464
1999-10-08,9.4775
1999-10-11,.
1999-10-12,9.4685
1999-10-13,9.520
1999-10-14,9.645
1999-10-15,9.720
1999-10-18,9.7325
1999-10-19,9.673
1999-10-20,9.615
1999-10-21,9.6475
1999-10-22,9.5975
1999-10-25,9.644
1999-10-26,9.628
1999-10-27,9.652
1999-10-28,9.640
1999-10-29,9.618
1999-11-01,9.624
1999-11-02,9.5805
1999-11-03,9.548
1999-11-04,9.481
1999-11-05,9.457
1999-11-08,9.462
1999-11-09,9.427
1999-11-10,9.409
1999-11-11,.
1999-11-12,9.385
1999-11-15,9.365
1999-11-16,9.404
1999-11-17,9.3525
1999-11-18,9.348
1999-11-19,9.328
1999-11-22,9.3205
1999-11-23,9.336
1999-11-24,9.320
1999-11-25,.
1999-11-26,9.361
1999-11-29,9.390
1999-11-30,9.424
1999-12-01,9.470
1999-12-02,9.5225
1999-12-03,9.480
1999-12-06,9.4615
1999-12-07,9.450
1999-12-08,9.477
1999-12-09,9.4285
1999-12-10,9.416
1999-12-13,9.412
1999-12-14,9.4125
1999-12-15,9.374
1999-12-16,9.363
1999-12-17,9.330
1999-12-20,9.3335
1999-12-21,9.320
1999-12-22,9.308
1999-12-23,9.376
1999-12-24,9.4175
1999-12-27,9.4575
1999-12-28,9.506
1999-12-29,9.533
1999-12-30,9.495
1999-12-31,9.480
2000-01-03,9.4015
2000-01-04,9.457
2000-01-05,9.535
2000-01-06,9.567
2000-01-07,9.520
2000-01-10,9.445
2000-01-11,9.4825
2000-01-12,9.515
2000-01-13,9.510
2000-01-14,9.455
2000-01-17,.
2000-01-18,9.441
2000-01-19,9.418
2000-01-20,9.408
2000-01-21,9.447
2000-01-24,9.485
2000-01-25,9.525
2000-01-26,9.5175
2000-01-27,9.520
2000-01-28,9.581
2000-01-31,9.640
2000-02-01,9.597
2000-02-02,9.575
2000-02-03,9.510
2000-02-04,9.481
2000-02-07,9.436
2000-02-08,9.402
2000-02-09,9.399
2000-02-10,9.4365
2000-02-11,9.423
2000-02-14,9.393
2000-02-15,9.3875
2000-02-16,9.3715
2000-02-17,9.398
2000-02-18,9.354
2000-02-21,.
2000-02-22,9.427
2000-02-23,9.413
2000-02-24,9.382
2000-02-25,9.378
2000-02-28,9.4025
2000-02-29,9.3645
2000-03-01,9.363
2000-03-02,9.341
2000-03-03,9.315
2000-03-06,9.3175
2000-03-07,9.285
2000-03-08,9.272
2000-03-09,9.2925
2000-03-10,9.3175
2000-03-13,9.313
2000-03-14,9.319
2000-03-15,9.337
2000-03-16,9.325
2000-03-17,9.322
2000-03-20,9.321
2000-03-21,9.300
2000-03-22,9.275
2000-03-23,9.2375
2000-03-24,9.1875
2000-03-27,9.1825
2000-03-28,9.184
2000-03-29,9.235
2000-03-30,9.306
2000-03-31,9.2895
2000-04-03,9.290
2000-04-04,9.312
2000-04-05,9.395
2000-04-06,9.364
2000-04-07,9.3222
2000-04-10,9.290
2000-04-11,9.366
2000-04-12,9.397
2000-04-13,9.399
2000-04-14,9.501
2000-04-17,9.4825
2000-04-18,9.437
2000-04-19,9.391
2000-04-20,9.403
2000-04-21,9.4045
2000-04-24,9.4405
2000-04-25,9.405
2000-04-26,9.409
2000-04-27,9.454
2000-04-28,9.411
2000-05-01,9.335
2000-05-02,9.334
2000-05-03,9.3675
2000-05-04,9.3965
2000-05-05,9.480
2000-05-08,9.4825
2000-05-09,9.4875
2000-05-10,9.572
2000-05-11,9.583
2000-05-12,9.5627
2000-05-15,9.576
2000-05-16,9.508
2000-05-17,9.5505
2000-05-18,9.582
2000-05-19,9.627
2000-05-22,9.573
2000-05-23,9.5025
2000-05-24,9.540
2000-05-25,9.5085
2000-05-26,9.530
2000-05-29,.
2000-05-30,9.520
2000-05-31,9.511
2000-06-01,9.490
2000-06-02,9.5575
2000-06-05,9.547
2000-06-06,9.675
2000-06-07,9.784
2000-06-08,9.900
2000-06-09,9.9325
2000-06-12,9.857
2000-06-13,9.788
2000-06-14,9.7875
2000-06-15,9.847
2000-06-16,9.9235
2000-06-19,9.909
2000-06-20,9.879
2000-06-21,9.815
2000-06-22,9.879
2000-06-23,9.975
2000-06-26,10.023
2000-06-27,10.087
2000-06-28,9.9685
2000-06-29,9.888
2000-06-30,9.843
2000-07-03,9.5525
2000-07-04,.
2000-07-05,9.515
2000-07-06,9.557
2000-07-07,9.508
2000-07-10,9.500
2000-07-11,9.439
2000-07-12,9.4815
2000-07-13,9.4375
2000-07-14,9.424
2000-07-17,9.342
2000-07-18,9.3385
2000-07-19,9.415
2000-07-20,9.380
2000-07-21,9.343
2000-07-24,9.329
2000-07-25,9.3585
2000-07-26,9.362
2000-07-27,9.370
2000-07-28,9.364
2000-07-31,9.368
2000-08-01,9.345
2000-08-02,9.345
2000-08-03,9.388
2000-08-04,9.357
2000-08-07,9.337
2000-08-08,9.350
2000-08-09,9.327
2000-08-10,9.322
2000-08-11,9.279
2000-08-14,9.246
2000-08-15,9.240
2000-08-16,9.183
2000-08-17,9.189
2000-08-18,9.250
2000-08-21,9.261
2000-08-22,9.239
2000-08-23,9.2725
2000-08-24,9.244
2000-08-25,9.232
2000-08-28,9.213
2000-08-29,9.2325
2000-08-30,9.214
2000-08-31,9.200
2000-09-01,9.2075
2000-09-04,.
2000-09-05,9.255
2000-09-06,9.318
2000-09-07,9.314
2000-09-08,9.327
2000-09-11,9.2825
2000-09-12,9.251
2000-09-13,9.283
2000-09-14,9.307
2000-09-15,9.361
2000-09-18,9.4225
2000-09-19,9.422
2000-09-20,9.456
2000-09-21,9.436
2000-09-22,9.475
2000-09-25,9.428
2000-09-26,9.4035
2000-09-27,9.4145
2000-09-28,9.426
2000-09-29,9.440
2000-10-02,9.4075
2000-10-03,9.399
2000-10-04,9.440
2000-10-05,9.4575
2000-10-06,9.466
2000-10-09,.
2000-10-10,9.465
2000-10-11,9.480
2000-10-12,9.520
2000-10-13,9.595
2000-10-16,9.548
2000-10-17,9.547
2000-10-18,9.578
2000-10-19,9.545
2000-10-20,9.558
2000-10-23,9.573
2000-10-24,9.571
2000-10-25,9.627
2000-10-26,9.696
2000-10-27,9.635
2000-10-30,9.604
2000-10-31,9.564
2000-11-01,9.581
2000-11-02,9.581
2000-11-03,9.610
2000-11-06,9.640
2000-11-07,9.6475
2000-11-08,9.618
2000-11-09,9.648
2000-11-10,9.605
2000-11-13,9.5705
2000-11-14,9.495
2000-11-15,9.465
2000-11-16,9.497
2000-11-17,9.478
2000-11-20,9.457
2000-11-21,9.414
2000-11-22,9.376
2000-11-23,.
2000-11-24,9.399
2000-11-27,9.371
2000-11-28,9.412
2000-11-29,9.396
2000-11-30,9.410
2000-12-01,9.420
2000-12-04,9.414
2000-12-05,9.375
2000-12-06,9.408
2000-12-07,9.429
2000-12-08,9.399
2000-12-11,9.4465
2000-12-12,9.471
2000-12-13,9.4505
2000-12-14,9.417
2000-12-15,9.409
2000-12-18,9.380
2000-12-19,9.370
2000-12-20,9.435
2000-12-21,9.585
2000-12-22,9.604
2000-12-25,.
2000-12-26,9.530
2000-12-27,9.577
2000-12-28,9.607
2000-12-29,9.618
2001-01-01,.
2001-01-02,9.714
2001-01-03,9.836
2001-01-04,9.698
2001-01-05,9.753
2001-01-08,9.691
2001-01-09,9.746
2001-01-10,9.8145
2001-01-11,9.845
2001-01-12,9.8775
2001-01-15,.
2001-01-16,9.972
2001-01-17,9.880
2001-01-18,9.885
2001-01-19,9.790
2001-01-22,9.785
2001-01-23,9.768
2001-01-24,9.692
2001-01-25,9.687
2001-01-26,9.697
2001-01-29,9.6695
2001-01-30,9.665
2001-01-31,9.679
2001-02-01,9.733
2001-02-02,9.769
2001-02-05,9.780
2001-02-06,9.689
2001-02-07,9.694
2001-02-08,9.657
2001-02-09,9.764
2001-02-12,9.741
2001-02-13,9.704
2001-02-14,9.718
2001-02-15,9.680
2001-02-16,9.703
2001-02-19,.
2001-02-20,9.680
2001-02-21,9.700
2001-02-22,9.735
2001-02-23,9.714
2001-02-26,9.668
2001-02-27,9.684
2001-02-28,9.6925
2001-03-01,9.706
2001-03-02,9.667
2001-03-05,9.639
2001-03-06,9.6385
2001-03-07,9.652
2001-03-08,9.644
2001-03-09,9.671
2001-03-12,9.665
2001-03-13,9.631
2001-03-14,9.571
2001-03-15,9.593
2001-03-16,9.622
2001-03-19,9.573
2001-03-20,9.515
2001-03-21,9.535
2001-03-22,9.585
2001-03-23,9.663
2001-03-26,9.538
2001-03-27,9.516
2001-03-28,9.541
2001-03-29,9.527
2001-03-30,9.485
2001-04-02,9.414
2001-04-03,9.394
2001-04-04,9.4225
2001-04-05,9.3875
2001-04-06,9.405
2001-04-09,9.360
2001-04-10,9.3225
2001-04-11,9.290
2001-04-12,9.313
2001-04-13,9.305
2001-04-16,9.332
2001-04-17,9.287
2001-04-18,9.187
2001-04-19,9.2725
2001-04-20,9.373
2001-04-23,9.388
2001-04-24,9.289
2001-04-25,9.3145
2001-04-26,9.258
2001-04-27,9.304
2001-04-30,9.261
2001-05-01,9.2725
2001-05-02,9.2915
2001-05-03,9.287
2001-05-04,9.257
2001-05-07,9.222
2001-05-08,9.212
2001-05-09,9.2115
2001-05-10,9.1945
2001-05-11,9.227
2001-05-14,9.193
2001-05-15,9.166
2001-05-16,9.166
2001-05-17,9.000
2001-05-18,8.980
2001-05-21,8.946
2001-05-22,8.980
2001-05-23,9.050
2001-05-24,9.088
2001-05-25,9.090
2001-05-28,.
2001-05-29,9.081
2001-05-30,9.165
2001-05-31,9.165
2001-06-01,9.180
2001-06-04,9.139
2001-06-05,9.1725
2001-06-06,9.125
2001-06-07,9.119
2001-06-08,9.074
2001-06-11,9.045
2001-06-12,9.089
2001-06-13,9.102
2001-06-14,9.047
2001-06-15,9.054
2001-06-18,9.053
2001-06-19,9.090
2001-06-20,9.085
2001-06-21,9.055
2001-06-22,9.073
2001-06-25,9.063
2001-06-26,9.0645
2001-06-27,9.0725
2001-06-28,9.0875
2001-06-29,9.060
2001-07-02,9.027
2001-07-03,9.030
2001-07-04,.
2001-07-05,9.057
2001-07-06,9.155
2001-07-09,9.1175
2001-07-10,9.1475
2001-07-11,9.295
2001-07-12,9.360
2001-07-13,9.340
2001-07-16,9.304
2001-07-17,9.165
2001-07-18,9.145
2001-07-19,9.190
2001-07-20,9.177
2001-07-23,9.1025
2001-07-24,9.107
2001-07-25,9.160
2001-07-26,9.160
2001-07-27,9.1875
2001-07-30,9.155
2001-07-31,9.151
2001-08-01,9.217
2001-08-02,9.167
2001-08-03,9.1675
2001-08-06,9.129
2001-08-07,9.1185
2001-08-08,9.095
2001-08-09,9.0875
2001-08-10,9.124
2001-08-13,9.093
2001-08-14,9.127
2001-08-15,9.087
2001-08-16,9.085
2001-08-17,9.1175
2001-08-20,9.1375
2001-08-21,9.122
2001-08-22,9.116
2001-08-23,9.123
2001-08-24,9.146
2001-08-27,9.1125
2001-08-28,9.144
2001-08-29,9.151
2001-08-30,9.1888
2001-08-31,9.2075
2001-09-03,.
2001-09-04,9.199
2001-09-05,9.2535
2001-09-06,9.2845
2001-09-07,9.329
2001-09-10,9.364
2001-09-11,.
2001-09-12,9.438
2001-09-13,9.465
2001-09-14,9.491
2001-09-17,9.447
2001-09-18,9.434
2001-09-19,9.423
2001-09-20,9.480
2001-09-21,9.491
2001-09-24,9.4439
2001-09-25,9.485
2001-09-26,9.537
2001-09-27,9.570
2001-09-28,9.520
2001-10-01,9.515
2001-10-02,9.518
2001-10-03,9.531
2001-10-04,9.533
2001-10-05,9.589
2001-10-08,.
2001-10-09,9.520
2001-10-10,9.413
2001-10-11,9.3375
2001-10-12,9.365
2001-10-15,9.270
2001-10-16,9.240
2001-10-17,9.2525
2001-10-18,9.232
2001-10-19,9.2075
2001-10-22,9.2002
2001-10-23,9.229
2001-10-24,9.2145
2001-10-25,9.247
2001-10-26,9.280
2001-10-29,9.2375
2001-10-30,9.258
2001-10-31,9.270
2001-11-01,9.286
2001-11-02,9.2765
2001-11-05,9.2285
2001-11-06,9.2146
2001-11-07,9.211
2001-11-08,9.215
2001-11-09,9.229
2001-11-12,.
2001-11-13,9.249
2001-11-14,9.235
2001-11-15,9.215
2001-11-16,9.210
2001-11-19,9.1955
2001-11-20,9.170
2001-11-21,9.1475
2001-11-22,.
2001-11-23,9.1525
2001-11-26,9.1675
2001-11-27,9.253
2001-11-28,9.277
2001-11-29,9.3085
2001-11-30,9.2585
2001-12-03,9.205
2001-12-04,9.223
2001-12-05,9.219
2001-12-06,9.245
2001-12-07,9.2175
2001-12-10,9.1875
2001-12-11,9.151
2001-12-12,9.1565
2001-12-13,9.125
2001-12-14,9.090
2001-12-17,9.114
2001-12-18,9.1075
2001-12-19,9.1325
2001-12-20,9.1615
2001-12-21,9.1325
2001-12-24,9.095
2001-12-25,.
2001-12-26,9.101
2001-12-27,9.142
2001-12-28,9.186
2001-12-31,9.156
2002-01-01,.
2002-01-02,9.095
2002-01-03,9.1175
2002-01-04,9.1395
2002-01-07,9.165
2002-01-08,9.1775
2002-01-09,9.200
2002-01-10,9.247
2002-01-11,9.250
2002-01-14,9.185
2002-01-15,9.1625
2002-01-16,9.202
2002-01-17,9.120
2002-01-18,9.130
2002-01-21,.
2002-01-22,9.160
2002-01-23,9.145
2002-01-24,9.127
2002-01-25,9.138
2002-01-28,9.159
2002-01-29,9.171
2002-01-30,9.193
2002-01-31,9.152
2002-02-01,9.1575
2002-02-04,9.170
2002-02-05,9.134
2002-02-06,9.128
2002-02-07,9.131
2002-02-08,9.150
2002-02-11,9.080
2002-02-12,9.096
2002-02-13,9.048
2002-02-14,9.089
2002-02-15,9.063
2002-02-18,.
2002-02-19,9.071
2002-02-20,9.089
2002-02-21,9.0775
2002-02-22,9.115
2002-02-25,9.080
2002-02-26,9.0855
2002-02-27,9.100
2002-02-28,9.130
2002-03-01,9.095
2002-03-04,9.080
2002-03-05,9.078
2002-03-06,9.087
2002-03-07,9.076
2002-03-08,9.071
2002-03-11,9.074
2002-03-12,9.0745
2002-03-13,9.1115
2002-03-14,9.114
2002-03-15,9.085
2002-03-18,9.0725
2002-03-19,9.072
2002-03-20,9.072
2002-03-21,9.063
2002-03-22,9.038
2002-03-25,9.020
2002-03-26,9.031
2002-03-27,9.0175
2002-03-28,9.012
2002-03-29,9.0005
2002-04-01,9.014
2002-04-02,9.002
2002-04-03,9.040
2002-04-04,9.0475
2002-04-05,9.029
2002-04-08,9.021
2002-04-09,9.042
2002-04-10,9.050
2002-04-11,9.074
2002-04-12,9.078
2002-04-15,9.182
2002-04-16,9.1625
2002-04-17,9.205
2002-04-18,9.242
2002-04-19,9.2235
2002-04-22,9.254
2002-04-23,9.270
2002-04-24,9.286
2002-04-25,9.360
2002-04-26,9.319
2002-04-29,9.3515
2002-04-30,9.375
2002-05-01,9.437
2002-05-02,9.435
2002-05-03,9.492
2002-05-06,9.4075
2002-05-07,9.476
2002-05-08,9.413
2002-05-09,9.4445
2002-05-10,9.512
2002-05-13,9.4885
2002-05-14,9.525
2002-05-15,9.455
2002-05-16,9.490
2002-05-17,9.4785
2002-05-20,9.4935
2002-05-21,9.510
2002-05-22,9.535
2002-05-23,9.527
2002-05-24,9.562
2002-05-27,.
2002-05-28,9.5605
2002-05-29,9.610
2002-05-30,9.713
2002-05-31,9.6525
2002-06-03,9.641
2002-06-04,9.725
2002-06-05,9.739
2002-06-06,9.7695
2002-06-07,9.735
2002-06-10,9.696
2002-06-11,9.675
2002-06-12,9.716
2002-06-13,9.638
2002-06-14,9.664
2002-06-17,9.605
2002-06-18,9.634
2002-06-19,9.690
2002-06-20,9.785
2002-06-21,9.956
2002-06-24,9.930
2002-06-25,9.815
2002-06-26,9.978
2002-06-27,9.970
2002-06-28,9.980
2002-07-01,9.925
2002-07-02,9.968
2002-07-03,9.9697
2002-07-04,.
2002-07-05,9.893
2002-07-08,9.933
2002-07-09,9.8665
2002-07-10,9.833
2002-07-11,9.8125
2002-07-12,9.726
2002-07-15,9.757
2002-07-16,9.727
2002-07-17,9.655
2002-07-18,9.649
2002-07-19,9.716
2002-07-22,9.6385
2002-07-23,9.613
2002-07-24,9.705
2002-07-25,9.739
2002-07-26,9.759
2002-07-29,9.7085
2002-07-30,9.748
2002-07-31,9.800
2002-08-01,9.878
2002-08-02,9.8475
2002-08-05,9.7865
2002-08-06,9.750
2002-08-07,9.738
2002-08-08,9.7475
2002-08-09,9.757
2002-08-12,9.843
2002-08-13,9.947
2002-08-14,9.962
2002-08-15,9.922
2002-08-16,9.860
2002-08-19,9.760
2002-08-20,9.7875
2002-08-21,9.7885
2002-08-22,9.830
2002-08-23,9.842
2002-08-26,9.825
2002-08-27,9.8495
2002-08-28,9.900
2002-08-29,9.9165
2002-08-30,9.9185
2002-09-02,.
2002-09-03,9.982
2002-09-04,10.015
2002-09-05,10.005
2002-09-06,9.9685
2002-09-09,9.965
2002-09-10,9.970
2002-09-11,9.9635
2002-09-12,9.965
2002-09-13,9.963
2002-09-16,9.9685
2002-09-17,9.955
2002-09-18,10.010
2002-09-19,10.075
2002-09-20,10.254
2002-09-23,10.350
2002-09-24,10.225
2002-09-25,10.255
2002-09-26,10.149
2002-09-27,10.165
2002-09-30,10.212
2002-10-01,10.162
2002-10-02,10.110
2002-10-03,10.131
2002-10-04,10.186
2002-10-07,10.216
2002-10-08,10.163
2002-10-09,10.200
2002-10-10,10.222
2002-10-11,10.158
2002-10-14,.
2002-10-15,10.0675
2002-10-16,10.070
2002-10-17,10.000
2002-10-18,9.990
2002-10-21,9.947
2002-10-22,9.9785
2002-10-23,10.017
2002-10-24,9.947
2002-10-25,9.975
2002-10-28,10.014
2002-10-29,10.150
2002-10-30,10.216
2002-10-31,10.150
2002-11-01,10.200
2002-11-04,10.198
2002-11-05,10.212
2002-11-06,10.170
2002-11-07,10.250
2002-11-08,10.320
2002-11-11,.
2002-11-12,10.342
2002-11-13,10.266
2002-11-14,10.214
2002-11-15,10.250
2002-11-18,10.1725
2002-11-19,10.1715
2002-11-20,10.145
2002-11-21,10.092
2002-11-22,10.124
2002-11-25,10.1145
2002-11-26,10.159
2002-11-27,10.154
2002-11-28,.
2002-11-29,10.154
2002-12-02,10.1025
2002-12-03,10.152
2002-12-04,10.2225
2002-12-05,10.263
2002-12-06,10.268
2002-12-09,10.175
2002-12-10,10.172
2002-12-11,10.180
2002-12-12,10.2025
2002-12-13,10.190
2002-12-16,10.195
2002-12-17,10.2075
2002-12-18,10.240
2002-12-19,10.192
2002-12-20,10.195
2002-12-23,10.190
2002-12-24,10.205
2002-12-25,.
2002-12-26,10.254
2002-12-27,10.323
2002-12-30,10.3725
2002-12-31,10.425
2003-01-01,.
2003-01-02,10.354
2003-01-03,10.375
2003-01-06,10.414
2003-01-07,10.321
2003-01-08,10.368
2003-01-09,10.415
2003-01-10,10.468
2003-01-13,10.540
2003-01-14,10.534
2003-01-15,10.493
2003-01-16,10.510
2003-01-17,10.582
2003-01-20,.
2003-01-21,10.6825
2003-01-22,10.8525
2003-01-23,10.779
2003-01-24,10.8375
2003-01-27,10.8975
2003-01-28,10.898
2003-01-29,10.978
2003-01-30,10.8675
2003-01-31,10.902
2003-02-03,10.896
2003-02-04,10.992
2003-02-05,10.865
2003-02-06,10.8675
2003-02-07,10.898
2003-02-10,10.986
2003-02-11,10.955
2003-02-12,10.978
2003-02-13,10.970
2003-02-14,10.887
2003-02-17,.
2003-02-18,10.774
2003-02-19,10.8385
2003-02-20,10.9225
2003-02-21,10.9825
2003-02-24,10.984
2003-02-25,11.064
2003-02-26,11.038
2003-02-27,11.0225
2003-02-28,11.0285
2003-03-03,10.994
2003-03-04,11.128
2003-03-05,11.200
2003-03-06,11.235
2003-03-07,11.110
2003-03-10,11.1066
2003-03-11,11.005
2003-03-12,10.905
2003-03-13,10.8385
2003-03-14,10.838
2003-03-17,10.865
2003-03-18,10.795
2003-03-19,10.855
2003-03-20,10.865
2003-03-21,10.7575
2003-03-24,10.823
2003-03-25,10.7175
2003-03-26,10.769
2003-03-27,10.762
2003-03-28,10.661
2003-03-31,10.782
2003-04-01,10.732
2003-04-02,10.673
2003-04-03,10.666
2003-04-04,10.679
2003-04-07,10.684
2003-04-08,10.737
2003-04-09,10.770
2003-04-10,10.755
2003-04-11,10.7075
2003-04-14,10.615
2003-04-15,10.650
2003-04-16,10.625
2003-04-17,10.545
2003-04-18,10.550
2003-04-21,10.543
2003-04-22,10.559
2003-04-23,10.515
2003-04-24,10.435
2003-04-25,10.437
2003-04-28,10.433
2003-04-29,10.333
2003-04-30,10.308
2003-05-01,10.250
2003-05-02,10.195
2003-05-05,10.195
2003-05-06,10.256
2003-05-07,10.218
2003-05-08,10.1785
2003-05-09,10.113
2003-05-12,10.188
2003-05-13,10.146
2003-05-14,10.139
2003-05-15,10.284
2003-05-16,10.360
2003-05-19,10.347
2003-05-20,10.251
2003-05-21,10.2685
2003-05-22,10.244
2003-05-23,10.235
2003-05-26,.
2003-05-27,10.354
2003-05-28,10.424
2003-05-29,10.322
2003-05-30,10.340
2003-06-02,10.244
2003-06-03,10.270
2003-06-04,10.3875
2003-06-05,10.560
2003-06-06,10.5075
2003-06-09,10.739
2003-06-10,10.735
2003-06-11,10.6175
2003-06-12,10.5598
2003-06-13,10.600
2003-06-16,10.475
2003-06-17,10.4875
2003-06-18,10.598
2003-06-19,10.480
2003-06-20,10.468
2003-06-23,10.4745
2003-06-24,10.532
2003-06-25,10.4815
2003-06-26,10.458
2003-06-27,10.430
2003-06-30,10.455
2003-07-01,10.455
2003-07-02,10.475
2003-07-03,10.435
2003-07-04,.
2003-07-07,10.4223
2003-07-08,10.525
2003-07-09,10.488
2003-07-10,10.463
2003-07-11,10.4325
2003-07-14,10.385
